,Date,Variable,Value
1601,13/01/2018,CO2,1.0
1602,14/01/2018,CO2,1.0
1603,15/01/2018,CO2,1.0
1604,15/01/2018,CO2,0.4
1605,15/01/2018,CO2,1.9
1606,16/01/2018,CO2,1.8
1607,16/01/2018,CO2,0.6
1608,16/01/2018,CO2,0.8
1609,17/01/2018,CO2,1.0
1610,18/01/2018,CO2,1.0
1611,18/01/2018,CO2,1.2
1612,18/01/2018,CO2,1.7
1613,19/01/2018,CO2,2.2
1614,19/01/2018,CO2,2.4
1615,19/01/2018,CO2,3.2
1616,20/01/2018,CO2,5.0
1617,20/01/2018,CO2,2.0
1618,20/01/2018,CO2,3.0
1619,21/01/2018,CO2,1.0
1620,22/01/2018,CO2,1.0
1621,22/01/2018,CO2,0.8
1622,22/01/2018,CO2,1.2
1623,23/01/2018,CO2,0.9
1624,23/01/2018,CO2,0.4
1625,23/01/2018,CO2,0.3
1626,24/01/2018,CO2,0.7
1627,24/01/2018,CO2,1.0
1628,25/01/2018,CO2,1.0
1629,26/01/2018,CO2,1.0
1630,27/01/2018,CO2,1.0
1631,27/01/2018,CO2,1.0
1632,28/01/2018,CO2,1.0
1633,29/01/2018,CO2,2.0
1634,29/01/2018,CO2,1.0
1635,29/01/2018,CO2,2.5
1636,30/01/2018,CO2,4.0
1637,30/01/2018,CO2,1.0
1638,30/01/2018,CO2,2.0
1639,31/01/2018,CO2,3.0
1640,31/01/2018,CO2,1.0
1641,31/01/2018,CO2,2.0
1642,01/02/2018,CO2,2.0
1643,01/02/2018,CO2,4.0
1644,02/02/2018,CO2,7.0
1645,02/02/2018,CO2,4.0
1646,02/02/2018,CO2,3.0
1647,02/02/2018,CO2,2.0
1648,03/02/2018,CO2,1.0
1649,03/02/2018,CO2,1.0
1650,04/02/2018,CO2,1.0
1651,05/02/2018,CO2,1.0
1652,06/02/2018,CO2,1.0
1653,06/02/2018,CO2,2.0
1654,07/02/2018,CO2,1.0
1655,08/02/2018,CO2,1.0
1656,09/02/2018,CO2,1.0
1657,09/02/2018,CO2,2.0
1658,10/02/2018,CO2,1.0
1659,10/02/2018,CO2,3.0
1660,11/02/2018,CO2,1.0
1661,12/02/2018,CO2,3.0
1662,12/02/2018,CO2,2.0
1663,13/02/2018,CO2,2.0
1664,13/02/2018,CO2,3.0
1665,13/02/2018,CO2,3.7
1666,13/02/2018,CO2,5.7
1667,14/02/2018,CO2,3.0
1668,14/02/2018,CO2,0.3
1669,14/02/2018,CO2,1.0
1670,14/02/2018,CO2,2.0
1671,15/02/2018,CO2,3.0
1672,15/02/2018,CO2,1.0
1673,15/02/2018,CO2,1.0
1674,16/02/2018,CO2,1.0
1675,16/02/2018,CO2,1.0
1676,17/02/2018,CO2,1.0
1677,17/02/2018,CO2,2.0
1678,18/02/2018,CO2,1.0
1679,19/02/2018,CO2,1.0
1680,20/02/2018,CO2,2.0
1681,20/02/2018,CO2,1.0
1682,21/02/2018,CO2,2.5
1683,21/02/2018,CO2,1.0
1684,21/02/2018,CO2,2.0
1685,22/02/2018,CO2,1.0
1686,22/02/2018,CO2,1.0
1687,23/02/2018,CO2,2.0
1688,23/02/2018,CO2,3.0
1689,24/02/2018,CO2,1.0
1690,24/02/2018,CO2,1.0
1691,25/02/2018,CO2,1.0
1692,26/02/2018,CO2,2.0
1693,26/02/2018,CO2,3.1
1694,26/02/2018,CO2,1.7
1695,27/02/2018,CO2,1.3
1696,27/02/2018,CO2,0.7
1697,27/02/2018,CO2,1.0
1698,27/02/2018,CO2,1.0
1699,28/02/2018,CO2,1.0
1700,01/03/2018,CO2,1.0
1701,01/03/2018,CO2,2.0
1702,02/03/2018,CO2,2.0
1703,02/03/2018,CO2,1.0
1704,02/03/2018,CO2,1.0
1705,03/03/2018,CO2,1.0
1706,03/03/2018,CO2,1.5
1707,04/03/2018,CO2,1.0
1708,05/03/2018,CO2,2.0
1709,05/03/2018,CO2,1.0
1710,06/03/2018,CO2,1.0
1711,06/03/2018,CO2,2.0
1712,06/03/2018,CO2,1.5
1713,07/03/2018,CO2,1.0
1714,07/03/2018,CO2,1.0
1715,08/03/2018,CO2,1.0
1716,09/03/2018,CO2,1.0
1717,09/03/2018,CO2,2.0
1718,10/03/2018,CO2,2.0
1719,10/03/2018,CO2,1.0
1720,10/03/2018,CO2,1.0
1721,10/03/2018,CO2,3.0
1722,11/03/2018,CO2,1.0
1723,12/03/2018,CO2,1.0
1724,12/03/2018,CO2,1.0
1725,13/03/2018,CO2,1.0
1726,13/03/2018,CO2,1.0
1727,14/03/2018,CO2,1.0
1728,15/03/2018,CO2,1.0
1729,15/03/2018,CO2,1.0
1730,16/03/2018,CO2,1.0
1731,16/03/2018,CO2,1.0
1732,17/03/2018,CO2,2.0
1733,17/03/2018,CO2,1.0
1734,17/03/2018,CO2,1.0
1735,18/03/2018,CO2,1.0
1736,19/03/2018,CO2,4.9
1737,19/03/2018,CO2,1.0
1738,19/03/2018,CO2,2.0
1739,19/03/2018,CO2,2.5
1740,20/03/2018,CO2,2.0
1741,20/03/2018,CO2,1.0
1742,21/03/2018,CO2,1.0
1743,22/03/2018,CO2,1.0
1744,23/03/2018,CO2,1.0
1745,24/03/2018,CO2,2.0
1746,24/03/2018,CO2,1.0
1747,25/03/2018,CO2,1.0
1748,26/03/2018,CO2,4.0
1749,26/03/2018,CO2,1.0
1750,26/03/2018,CO2,1.0
1751,27/03/2018,CO2,1.0
1752,27/03/2018,CO2,1.0
1753,28/03/2018,CO2,1.0
1754,28/03/2018,CO2,1.0
1755,29/03/2018,CO2,1.0
1756,29/03/2018,CO2,1.0
1757,30/03/2018,CO2,1.0
1758,30/03/2018,CO2,1.0
1759,31/03/2018,CO2,3.0
1760,31/03/2018,CO2,1.0
1761,01/04/2018,CO2,1.0
1762,02/04/2018,CO2,1.0
1763,02/04/2018,CO2,3.0
1764,02/04/2018,CO2,2.0
1765,03/04/2018,CO2,1.0
1766,04/04/2018,CO2,4.0
1767,04/04/2018,CO2,1.0
1768,05/04/2018,CO2,4.0
1769,05/04/2018,CO2,2.0
1770,05/04/2018,CO2,1.0
1771,06/04/2018,CO2,2.0
1772,06/04/2018,CO2,1.0
1773,07/04/2018,CO2,1.0
1774,07/04/2018,CO2,1.0
1775,08/04/2018,CO2,1.0
1776,09/04/2018,CO2,2.0
1777,09/04/2018,CO2,1.0
1778,10/04/2018,CO2,1.0
1779,10/04/2018,CO2,2.0
1780,11/04/2018,CO2,1.0
1781,12/04/2018,CO2,3.0
1782,12/04/2018,CO2,1.0
1783,13/04/2018,CO2,3.0
1784,13/04/2018,CO2,2.0
1785,13/04/2018,CO2,1.0
1786,14/04/2018,CO2,3.0
1787,14/04/2018,CO2,1.0
1788,15/04/2018,CO2,1.0
1789,16/04/2018,CO2,2.0
1790,16/04/2018,CO2,1.0
1791,17/04/2018,CO2,3.0
1792,17/04/2018,CO2,2.0
1793,17/04/2018,CO2,1.0
1794,18/04/2018,CO2,1.0
1795,18/04/2018,CO2,2.0
1796,18/04/2018,CO2,1.0
1797,19/04/2018,CO2,1.0
1798,19/04/2018,CO2,1.0
1799,20/04/2018,CO2,2.5
1800,20/04/2018,CO2,2.0
1801,20/04/2018,CO2,1.0
1802,21/04/2018,CO2,2.0
1803,21/04/2018,CO2,1.0
1804,22/04/2018,CO2,1.0
1805,23/04/2018,CO2,2.0
1806,23/04/2018,CO2,1.0
1807,24/04/2018,CO2,2.0
1808,25/04/2018,CO2,1.0
1809,25/04/2018,CO2,1.0
1810,26/04/2018,CO2,1.0
1811,26/04/2018,CO2,2.0
1812,27/04/2018,CO2,1.0
1813,28/04/2018,CO2,1.0
1814,28/04/2018,CO2,2.0
1815,29/04/2018,CO2,1.0
1816,30/04/2018,CO2,1.0
1817,01/05/2018,CO2,1.0
1818,02/05/2018,CO2,1.0
1819,02/05/2018,CO2,2.0
1820,03/05/2018,CO2,1.0
1821,03/05/2018,CO2,1.6
1822,03/05/2018,CO2,0.5
1823,04/05/2018,CO2,2.0
1824,04/05/2018,CO2,1.0
1825,04/05/2018,CO2,1.0
1826,05/05/2018,CO2,2.0
1827,05/05/2018,CO2,1.1
1828,05/05/2018,CO2,0.6
1829,06/05/2018,CO2,1.0
1830,07/05/2018,CO2,1.0
1831,08/05/2018,CO2,0.6
1832,08/05/2018,CO2,0.2
1833,08/05/2018,CO2,0.9
1834,09/05/2018,CO2,1.0
1835,10/05/2018,CO2,2.5
1836,10/05/2018,CO2,2.1
1837,10/05/2018,CO2,1.2
1838,11/05/2018,CO2,0.8
1839,11/05/2018,CO2,1.5
1840,11/05/2018,CO2,0.5
1841,12/05/2018,CO2,1.0
1842,12/05/2018,CO2,0.9
1843,13/05/2018,CO2,1.0
1844,14/05/2018,CO2,1.0
1845,14/05/2018,CO2,0.6
1846,14/05/2018,CO2,0.7
1847,15/05/2018,CO2,1.9
1848,15/05/2018,CO2,1.8
1849,15/05/2018,CO2,0.7
1850,16/05/2018,CO2,1.1
1851,16/05/2018,CO2,1.3
1852,16/05/2018,CO2,0.8
1853,17/05/2018,CO2,0.5
1854,17/05/2018,CO2,0.9
1855,18/05/2018,CO2,0.8
1856,18/05/2018,CO2,1.6
1857,18/05/2018,CO2,1.1
1858,19/05/2018,CO2,1.2
1859,19/05/2018,CO2,0.3
1860,19/05/2018,CO2,0.9
1861,20/05/2018,CO2,1.0
1862,21/05/2018,CO2,1.7
1863,21/05/2018,CO2,1.9
1864,21/05/2018,CO2,1.0
1865,22/05/2018,CO2,0.5
1866,22/05/2018,CO2,1.9
1867,22/05/2018,CO2,1.4
1868,23/05/2018,CO2,0.4
1869,23/05/2018,CO2,0.6
1870,23/05/2018,CO2,0.2
1871,24/05/2018,CO2,1.0
1872,24/05/2018,CO2,0.9
1873,24/05/2018,CO2,1.3
1874,25/05/2018,CO2,1.6
1875,25/05/2018,CO2,2.0
1876,25/05/2018,CO2,1.0
1877,26/05/2018,CO2,2.0
1878,26/05/2018,CO2,1.0
1879,27/05/2018,CO2,1.0
1880,28/05/2018,CO2,1.0
1881,28/05/2018,CO2,1.0
1882,29/05/2018,CO2,1.0
1883,29/05/2018,CO2,2.0
1884,30/05/2018,CO2,1.0
1885,31/05/2018,CO2,1.0
1886,31/05/2018,CO2,2.0
1887,31/05/2018,CO2,1.0
1888,01/06/2018,CO2,1.3
1889,01/06/2018,CO2,2.0
1890,02/06/2018,CO2,1.0
1891,02/06/2018,CO2,2.0
1892,03/06/2018,CO2,1.0
1893,04/06/2018,CO2,2.0
1894,04/06/2018,CO2,1.0
1895,05/06/2018,CO2,1.0
1896,05/06/2018,CO2,2.0
1897,06/06/2018,CO2,1.0
1898,06/06/2018,CO2,2.0
1899,07/06/2018,CO2,1.0
1900,07/06/2018,CO2,2.0
1901,08/06/2018,CO2,1.0
1902,08/06/2018,CO2,2.0
1903,09/06/2018,CO2,1.0
1904,10/06/2018,CO2,1.0
1905,11/06/2018,CO2,1.0
1906,11/06/2018,CO2,2.0
1907,12/06/2018,CO2,1.0
1908,12/06/2018,CO2,1.0
1909,13/06/2018,CO2,1.0
1910,13/06/2018,CO2,2.0
1911,14/06/2018,CO2,1.0
1912,15/06/2018,CO2,1.0
1913,15/06/2018,CO2,2.0
1914,16/06/2018,CO2,1.0
1915,17/06/2018,CO2,1.0
1916,18/06/2018,CO2,1.0
1917,19/06/2018,CO2,1.0
1918,19/06/2018,CO2,2.0
1919,20/06/2018,CO2,1.0
1920,20/06/2018,CO2,2.0
1921,21/06/2018,CO2,1.0
1922,21/06/2018,CO2,2.0
1923,22/06/2018,CO2,1.0
1924,22/06/2018,CO2,2.0
1925,23/06/2018,CO2,1.0
1926,23/06/2018,CO2,3.0
1927,23/06/2018,CO2,2.0
1928,24/06/2018,CO2,1.0
1929,25/06/2018,CO2,1.0
1930,25/06/2018,CO2,2.0
1931,25/06/2018,CO2,1.0
1932,26/06/2018,CO2,1.0
1933,26/06/2018,CO2,2.0
1934,26/06/2018,CO2,1.0
1935,27/06/2018,CO2,1.0
1936,27/06/2018,CO2,2.0
1937,28/06/2018,CO2,1.0
1938,29/06/2018,CO2,1.0
1939,29/06/2018,CO2,2.0
1940,30/06/2018,CO2,1.0
1941,30/06/2018,CO2,2.0
1942,01/07/2018,CO2,1.0
1943,02/07/2018,CO2,0.2
1944,02/07/2018,CO2,0.8
1945,02/07/2018,CO2,1.5
1946,03/07/2018,CO2,1.0
1947,03/07/2018,CO2,1.7
1948,03/07/2018,CO2,1.5
1949,04/07/2018,CO2,0.5
1950,04/07/2018,CO2,1.0
1951,05/07/2018,CO2,1.0
1952,05/07/2018,CO2,1.8
1953,05/07/2018,CO2,0.8
1954,06/07/2018,CO2,1.0
1955,07/07/2018,CO2,1.0
1956,07/07/2018,CO2,2.6
1957,07/07/2018,CO2,1.7
1958,08/07/2018,CO2,1.0
1959,09/07/2018,CO2,1.0
1960,09/07/2018,CO2,0.9
1961,09/07/2018,CO2,0.8
1962,10/07/2018,CO2,1.0
1963,10/07/2018,CO2,2.1
1964,10/07/2018,CO2,1.9
1965,11/07/2018,CO2,1.0
1966,11/07/2018,CO2,0.9
1967,12/07/2018,CO2,1.0
1968,12/07/2018,CO2,0.6
1969,12/07/2018,CO2,1.1
1970,13/07/2018,CO2,0.5
1971,13/07/2018,CO2,1.0
1972,13/07/2018,CO2,1.7
1973,14/07/2018,CO2,0.8
1974,14/07/2018,CO2,0.6
1975,14/07/2018,CO2,1.2
1976,15/07/2018,CO2,1.0
1977,16/07/2018,CO2,0.7
1978,16/07/2018,CO2,1.4
1979,16/07/2018,CO2,2.4
1980,17/07/2018,CO2,0.5
1981,17/07/2018,CO2,0.7
1982,17/07/2018,CO2,1.4
1983,18/07/2018,CO2,0.8
1984,18/07/2018,CO2,1.0
1985,19/07/2018,CO2,1.0
1986,19/07/2018,CO2,2.0
1987,20/07/2018,CO2,1.0
1988,20/07/2018,CO2,2.0
1989,21/07/2018,CO2,1.0
1990,21/07/2018,CO2,2.0
1991,22/07/2018,CO2,1.0
1992,23/07/2018,CO2,1.0
1993,23/07/2018,CO2,2.0
1994,24/07/2018,CO2,0.6
1995,24/07/2018,CO2,1.0
1996,24/07/2018,CO2,1.3
1997,25/07/2018,CO2,1.0
1998,25/07/2018,CO2,1.0
1999,25/07/2018,CO2,2.0
2000,26/07/2018,CO2,1.0
2001,27/07/2018,CO2,1.0
2002,27/07/2018,CO2,2.0
2003,28/07/2018,CO2,1.0
2004,29/07/2018,CO2,1.0
2005,30/07/2018,CO2,1.0
2006,30/07/2018,CO2,2.0
2007,31/07/2018,CO2,1.0
2008,31/07/2018,CO2,1.1
2009,31/07/2018,CO2,1.3
2010,01/08/2018,CO2,0.7
2011,01/08/2018,CO2,1.2
2012,01/08/2018,CO2,1.1
2013,02/08/2018,CO2,0.5
2014,02/08/2018,CO2,1.4
2015,02/08/2018,CO2,2.0
2016,03/08/2018,CO2,1.5
2017,03/08/2018,CO2,1.3
2018,03/08/2018,CO2,1.1
2019,04/08/2018,CO2,0.7
2020,04/08/2018,CO2,1.3
2021,04/08/2018,CO2,1.0
2022,05/08/2018,CO2,1.0
2023,06/08/2018,CO2,0.6
2024,06/08/2018,CO2,1.2
2025,06/08/2018,CO2,1.5
2026,07/08/2018,CO2,0.6
2027,07/08/2018,CO2,0.7
2028,07/08/2018,CO2,1.8
2029,08/08/2018,CO2,1.0
2030,08/08/2018,CO2,1.6
2031,09/08/2018,CO2,2.4
2032,09/08/2018,CO2,1.8
2033,09/08/2018,CO2,1.7
2034,10/08/2018,CO2,0.3
2035,10/08/2018,CO2,1.0
2036,10/08/2018,CO2,2.4
2037,11/08/2018,CO2,0.5
2038,11/08/2018,CO2,2.6
2039,12/08/2018,CO2,1.0
2040,13/08/2018,CO2,1.7
2041,13/08/2018,CO2,0.9
2042,13/08/2018,CO2,1.5
2043,14/08/2018,CO2,1.3
2044,14/08/2018,CO2,0.6
2045,14/08/2018,CO2,0.8
2046,15/08/2018,CO2,0.6
2047,15/08/2018,CO2,0.7
2048,15/08/2018,CO2,1.2
2049,16/08/2018,CO2,0.9
2050,16/08/2018,CO2,0.5
2051,16/08/2018,CO2,1.8
2052,17/08/2018,CO2,0.4
2053,17/08/2018,CO2,2.0
2054,18/08/2018,CO2,1.0
2055,19/08/2018,CO2,1.0
2056,20/08/2018,CO2,2.0
2057,20/08/2018,CO2,1.0
2058,21/08/2018,CO2,1.0
2059,22/08/2018,CO2,1.0
2060,23/08/2018,CO2,1.0
2061,23/08/2018,CO2,1.0
2062,23/08/2018,CO2,2.0
2063,24/08/2018,CO2,1.0
2064,24/08/2018,CO2,1.1
2065,25/08/2018,CO2,1.0
2066,25/08/2018,CO2,2.0
2067,26/08/2018,CO2,1.0
2068,27/08/2018,CO2,1.0
2069,27/08/2018,CO2,2.0
2070,28/08/2018,CO2,2.0
2071,28/08/2018,CO2,1.0
2072,29/08/2018,CO2,2.0
2073,29/08/2018,CO2,1.0
2074,30/08/2018,CO2,1.0
2075,31/08/2018,CO2,1.0
2076,31/08/2018,CO2,2.0
2077,01/09/2018,CO2,1.0
2078,01/09/2018,CO2,1.0
2079,02/09/2018,CO2,1.0
2080,03/09/2018,CO2,1.0
2081,03/09/2018,CO2,0.4
2082,03/09/2018,CO2,0.7
2083,04/09/2018,CO2,0.1
2084,04/09/2018,CO2,0.4
2085,04/09/2018,CO2,1.0
2086,05/09/2018,CO2,1.0
2087,06/09/2018,CO2,1.0
2088,06/09/2018,CO2,1.0
2089,06/09/2018,CO2,2.0
2090,07/09/2018,CO2,1.0
2091,07/09/2018,CO2,1.0
2092,08/09/2018,CO2,1.0
2093,08/09/2018,CO2,1.0
2094,09/09/2018,CO2,1.0
2095,10/09/2018,CO2,1.0
2096,10/09/2018,CO2,1.0
2097,10/09/2018,CO2,2.0
2098,11/09/2018,CO2,1.0
2099,11/09/2018,CO2,1.0
2100,12/09/2018,CO2,1.0
2101,13/09/2018,CO2,1.0
2102,13/09/2018,CO2,1.0
2103,14/09/2018,CO2,1.0
2104,14/09/2018,CO2,1.0
2105,15/09/2018,CO2,1.0
2106,16/09/2018,CO2,1.0
2107,17/09/2018,CO2,1.0
2108,17/09/2018,CO2,1.0
2109,18/09/2018,CO2,1.0
2110,18/09/2018,CO2,1.0
2111,19/09/2018,CO2,1.0
2112,19/09/2018,CO2,2.0
2113,20/09/2018,CO2,1.0
2114,20/09/2018,CO2,3.0
2115,20/09/2018,CO2,1.0
2116,21/09/2018,CO2,1.0
2117,21/09/2018,CO2,1.0
2118,22/09/2018,CO2,1.0
2119,23/09/2018,CO2,1.0
2120,24/09/2018,CO2,1.0
2121,25/09/2018,CO2,1.0
2122,25/09/2018,CO2,1.0
2123,26/09/2018,CO2,1.0
2124,26/09/2018,CO2,1.0
2125,26/09/2018,CO2,2.0
2126,27/09/2018,CO2,1.0
2127,27/09/2018,CO2,1.0
2128,28/09/2018,CO2,1.0
2129,28/09/2018,CO2,1.0
2130,29/09/2018,CO2,1.0
2131,29/09/2018,CO2,1.0
2132,30/09/2018,CO2,1.0
2133,01/10/2018,CO2,1.0
2134,01/10/2018,CO2,1.0
2135,02/10/2018,CO2,1.0
2136,02/10/2018,CO2,1.0
2137,03/10/2018,CO2,1.0
2138,03/10/2018,CO2,1.0
2139,04/10/2018,CO2,1.0
2140,04/10/2018,CO2,1.0
2141,04/10/2018,CO2,2.0
2142,05/10/2018,CO2,1.0
2143,05/10/2018,CO2,1.0
2144,05/10/2018,CO2,2.0
2145,06/10/2018,CO2,1.0
2146,06/10/2018,CO2,1.0
2147,07/10/2018,CO2,1.0
2148,08/10/2018,CO2,1.0
2149,08/10/2018,CO2,1.0
2150,09/10/2018,CO2,1.0
2151,10/10/2018,CO2,1.0
2152,10/10/2018,CO2,1.0
2153,11/10/2018,CO2,1.0
2154,11/10/2018,CO2,1.0
2155,12/10/2018,CO2,1.0
2156,12/10/2018,CO2,1.0
2157,13/10/2018,CO2,0.1
2158,13/10/2018,CO2,1.0
2159,14/10/2018,CO2,1.0
2160,15/10/2018,CO2,1.0
2161,15/10/2018,CO2,3.0
2162,16/10/2018,CO2,1.0
2163,16/10/2018,CO2,1.0
2164,17/10/2018,CO2,1.0
2165,17/10/2018,CO2,1.0
2166,18/10/2018,CO2,1.0
2167,18/10/2018,CO2,2.0
2168,19/10/2018,CO2,1.0
2169,20/10/2018,CO2,1.0
2170,20/10/2018,CO2,1.0
2171,21/10/2018,CO2,1.0
2172,22/10/2018,CO2,2.0
2173,22/10/2018,CO2,1.0
2174,23/10/2018,CO2,1.0
2175,23/10/2018,CO2,2.0
2176,24/10/2018,CO2,1.0
2177,24/10/2018,CO2,3.0
2178,24/10/2018,CO2,2.0
2179,25/10/2018,CO2,1.0
2180,25/10/2018,CO2,2.0
2181,25/10/2018,CO2,3.0
2182,26/10/2018,CO2,1.0
2183,26/10/2018,CO2,5.0
2184,27/10/2018,CO2,2.0
2185,27/10/2018,CO2,4.0
2186,27/10/2018,CO2,1.0
2187,28/10/2018,CO2,1.0
2188,29/10/2018,CO2,1.0
2189,29/10/2018,CO2,1.0
2190,29/10/2018,CO2,2.0
2191,30/10/2018,CO2,2.0
2192,30/10/2018,CO2,1.0
2193,30/10/2018,CO2,1.0
2194,31/10/2018,CO2,1.0
2195,01/11/2018,CO2,1.0
2196,01/11/2018,CO2,1.0
2197,02/11/2018,CO2,1.0
2198,02/11/2018,CO2,1.0
2199,03/11/2018,CO2,1.0
2200,03/11/2018,CO2,1.0
2201,04/11/2018,CO2,1.0
2202,05/11/2018,CO2,1.0
2203,05/11/2018,CO2,2.0
2204,06/11/2018,CO2,2.0
2205,06/11/2018,CO2,1.0
2206,06/11/2018,CO2,3.0
2207,07/11/2018,CO2,1.0
2208,07/11/2018,CO2,2.0
2209,08/11/2018,CO2,2.0
2210,08/11/2018,CO2,1.0
2211,09/11/2018,CO2,1.0
2212,10/11/2018,CO2,1.0
2213,11/11/2018,CO2,1.0
2214,12/11/2018,CO2,1.0
2215,12/11/2018,CO2,1.0
2216,13/11/2018,CO2,1.0
2217,13/11/2018,CO2,1.0
2218,14/11/2018,CO2,2.0
2219,14/11/2018,CO2,1.0
2220,15/11/2018,CO2,1.0
2221,15/11/2018,CO2,2.0
2222,16/11/2018,CO2,1.0
2223,16/11/2018,CO2,4.0
2224,16/11/2018,CO2,3.0
2225,17/11/2018,CO2,1.5
2226,17/11/2018,CO2,1.0
2227,17/11/2018,CO2,2.0
2228,17/11/2018,CO2,2.5
2229,18/11/2018,CO2,1.0
2230,19/11/2018,CO2,6.3
2231,19/11/2018,CO2,3.5
2232,19/11/2018,CO2,2.0
2233,19/11/2018,CO2,1.0
2234,20/11/2018,CO2,1.0
2235,20/11/2018,CO2,2.0
2236,21/11/2018,CO2,1.0
2237,21/11/2018,CO2,2.0
2238,21/11/2018,CO2,1.0
2239,22/11/2018,CO2,3.0
2240,22/11/2018,CO2,0.5
2241,22/11/2018,CO2,1.0
2242,22/11/2018,CO2,4.0
2243,23/11/2018,CO2,1.0
2244,23/11/2018,CO2,1.0
2245,23/11/2018,CO2,0.6
2246,23/11/2018,CO2,1.5
2247,24/11/2018,CO2,1.9
2248,24/11/2018,CO2,1.6
2249,24/11/2018,CO2,0.2
2250,25/11/2018,CO2,1.0
2251,26/11/2018,CO2,4.5
2252,26/11/2018,CO2,1.6
2253,26/11/2018,CO2,2.4
2254,26/11/2018,CO2,1.3
2255,27/11/2018,CO2,1.0
2256,27/11/2018,CO2,2.5
2257,27/11/2018,CO2,0.8
2258,27/11/2018,CO2,2.8
2259,28/11/2018,CO2,1.9
2260,28/11/2018,CO2,0.3
2261,28/11/2018,CO2,1.3
2262,28/11/2018,CO2,2.9
2263,29/11/2018,CO2,3.9
2264,29/11/2018,CO2,0.3
2265,29/11/2018,CO2,0.8
2266,29/11/2018,CO2,3.2
2267,30/11/2018,CO2,1.5
2268,30/11/2018,CO2,0.6
2269,30/11/2018,CO2,2.0
2270,30/11/2018,CO2,1.0
2271,01/12/2018,CO2,1.0
2272,02/12/2018,CO2,1.0
2273,03/12/2018,CO2,3.3
2274,03/12/2018,CO2,1.3
2275,03/12/2018,CO2,0.8
2276,04/12/2018,CO2,3.7
2277,04/12/2018,CO2,1.0
2278,05/12/2018,CO2,6.0
2279,05/12/2018,CO2,2.0
2280,05/12/2018,CO2,1.0
2281,06/12/2018,CO2,4.0
2282,06/12/2018,CO2,2.0
2283,07/12/2018,CO2,3.0
2284,07/12/2018,CO2,2.0
2285,08/12/2018,CO2,4.0
2286,08/12/2018,CO2,2.0
2287,08/12/2018,CO2,1.0
2288,09/12/2018,CO2,1.0
2289,10/12/2018,CO2,4.0
2290,10/12/2018,CO2,2.0
2291,10/12/2018,CO2,1.0
2292,11/12/2018,CO2,1.0
2293,11/12/2018,CO2,2.0
2294,12/12/2018,CO2,4.7
2295,12/12/2018,CO2,2.0
2296,12/12/2018,CO2,2.5
2297,13/12/2018,CO2,1.0
2298,13/12/2018,CO2,3.0
2299,13/12/2018,CO2,2.5
2300,14/12/2018,CO2,4.0
2301,14/12/2018,CO2,8.0
2302,14/12/2018,CO2,3.0
2303,15/12/2018,CO2,4.0
2304,15/12/2018,CO2,3.0
2305,15/12/2018,CO2,2.0
2306,16/12/2018,CO2,1.0
2307,17/12/2018,CO2,1.0
2308,18/12/2018,CO2,1.0
2309,19/12/2018,CO2,1.0
2310,19/12/2018,CO2,2.5
2311,19/12/2018,CO2,2.0
2312,20/12/2018,CO2,1.0
2313,21/12/2018,CO2,1.0
2314,21/12/2018,CO2,2.0
2315,21/12/2018,CO2,1.0
2316,22/12/2018,CO2,1.0
2317,22/12/2018,CO2,2.0
2318,23/12/2018,CO2,1.0
2319,24/12/2018,CO2,4.9
2320,24/12/2018,CO2,2.0
2321,24/12/2018,CO2,1.0
2322,25/12/2018,CO2,2.5
2323,25/12/2018,CO2,2.0
2324,26/12/2018,CO2,1.0
2325,26/12/2018,CO2,2.3
2326,26/12/2018,CO2,1.6
2327,27/12/2018,CO2,1.8
2328,27/12/2018,CO2,2.0
2329,28/12/2018,CO2,2.0
2330,28/12/2018,CO2,3.0
2331,29/12/2018,CO2,1.0
2332,29/12/2018,CO2,2.0
2333,30/12/2018,CO2,1.0
2334,31/12/2018,CO2,1.0
2335,01/01/2018,NO2,0.11
2336,02/01/2018,NO2,0.11
2337,03/01/2018,NO2,0.11
2338,03/01/2018,NO2,0.15
2339,03/01/2018,NO2,0.18
2340,04/01/2018,NO2,0.16
2341,04/01/2018,NO2,0.19
2342,05/01/2018,NO2,0.17
2343,05/01/2018,NO2,0.19
2344,05/01/2018,NO2,0.21
2345,06/01/2018,NO2,0.24
2346,06/01/2018,NO2,0.19
2347,06/01/2018,NO2,0.25
2348,07/01/2018,NO2,0.11
2349,08/01/2018,NO2,0.22
2350,08/01/2018,NO2,0.19
2351,08/01/2018,NO2,0.16
2352,09/01/2018,NO2,0.18
2353,09/01/2018,NO2,0.16
2354,09/01/2018,NO2,0.17
2355,10/01/2018,NO2,0.14
2356,10/01/2018,NO2,0.22
2357,10/01/2018,NO2,0.23
2358,11/01/2018,NO2,0.2
2359,11/01/2018,NO2,0.14
2360,11/01/2018,NO2,0.22
2361,12/01/2018,NO2,0.2
2362,12/01/2018,NO2,0.11
2363,12/01/2018,NO2,0.12
2364,13/01/2018,NO2,0.15
2365,13/01/2018,NO2,0.12
2366,13/01/2018,NO2,0.13
2367,14/01/2018,NO2,0.11
2368,15/01/2018,NO2,0.17
2369,15/01/2018,NO2,0.21
2370,15/01/2018,NO2,0.11
2371,16/01/2018,NO2,0.14
2372,16/01/2018,NO2,0.12
2373,16/01/2018,NO2,0.16
2374,17/01/2018,NO2,0.18
2375,17/01/2018,NO2,0.14
2376,18/01/2018,NO2,0.11
2377,18/01/2018,NO2,0.18
